2513;LA VIRGEN ,AP.;FEDERAL;ENTRE RIOS
10233;LAS MARIAS;FEDERAL;ENTRE RIOS
2534;MIÑONES;FEDERAL;ENTRE RIOS
2540;MOREIRA;FEDERAL;ENTRE RIOS
2543;NUEVA VIZCAYA;FEDERAL;ENTRE RIOS
2585;SAUCE DE LUNA;FEDERAL;ENTRE RIOS
2594;TENIENTE 1° BRIGIDO CAINZO ,AP.;FEDERAL;ENTRE RIOS
2400;ATENCIO;FELICIANO;ENTRE RIOS
10031;BASUALDO;FELICIANO;ENTRE RIOS
10258;CHAÑAR;FELICIANO;ENTRE RIOS
10224;DISTRITO CHAÑAR;FELICIANO;ENTRE RIOS
10126;FELICIANO;FELICIANO;ENTRE RIOS
2466;GARAT, JUAN ,EST.GARAT;FELICIANO;ENTRE RIOS
2506;LA ESMERALDA;FELICIANO;ENTRE RIOS
2508;LA HIERRA;FELICIANO;ENTRE RIOS
2521;LAS MULITAS;FELICIANO;ENTRE RIOS
10225;LAS MULITAS;FELICIANO;ENTRE RIOS
10032;MANANTIALES;FELICIANO;ENTRE RIOS
2547;PALO A PIQUE;FELICIANO;ENTRE RIOS
2575;SAN JAIME;FELICIANO;ENTRE RIOS
2577;SAN JOSE DE FELICIANO;FELICIANO;ENTRE RIOS
2581;SAN VICTOR;FELICIANO;ENTRE RIOS
10110;SAN VICTOR;FELICIANO;ENTRE RIOS
10047;1º CUCHILLA;GUALEGUAY;ENTRE RIOS
10037;ALBARDON;GUALEGUAY;ENTRE RIOS
2379;ALDEA ASUNCION;GUALEGUAY;ENTRE RIOS
10033;CLE;GUALEGUAY;ENTRE RIOS
10034;COSTA DE NOGOYA;GUALEGUAY;ENTRE RIOS
2470;GENERAL GALARZA;GUALEGUAY;ENTRE RIOS
2476;GONZALEZ CALDERON;GUALEGUAY;ENTRE RIOS
2478;GUALEGUAY;GUALEGUAY;ENTRE RIOS
10036;ISLAS DE LAS LECHIGUANAS;GUALEGUAY;ENTRE RIOS
10038;JACINTA;GUALEGUAY;ENTRE RIOS
2522;LAZO;GUALEGUAY;ENTRE RIOS
10035;MEDANOS;GUALEGUAY;ENTRE RIOS
10203;PRIMER DISTRITO;GUALEGUAY;ENTRE RIOS
10204;PRIMER DISTRITO;GUALEGUAY;ENTRE RIOS
10234;QUINTO DISTRITO;GUALEGUAY;ENTRE RIOS
10235;QUINTO DISTRITO;GUALEGUAY;ENTRE RIOS
10184;S/N;GUALEGUAY;ENTRE RIOS
10202;SEXTO DISTRITO;GUALEGUAY;ENTRE RIOS
2596;TRES BOCAS;GUALEGUAY;ENTRE RIOS
10039;VIZCACHAS;GUALEGUAY;ENTRE RIOS
10232;2 HERMANAS;GUALEGUAYCHU;ENTRE RIOS
10043;ALARCON;GUALEGUAYCHU;ENTRE RIOS
2384;ALDEA SAN ANTONIO;GUALEGUAYCHU;ENTRE RIOS
2386;ALDEA SAN JUAN;GUALEGUAYCHU;ENTRE RIOS
10144;ALMADA;GUALEGUAYCHU;ENTRE RIOS
2406;BERISSO ,EMB.;GUALEGUAYCHU;ENTRE RIOS
2412;CARBO, ENRIQUE;GUALEGUAYCHU;ENTRE RIOS
2427;COLONIA DELTA;GUALEGUAYCHU;ENTRE RIOS
10162;COSTA SAN ANTONIO;GUALEGUAYCHU;ENTRE RIOS
10041;COSTA URUGUAY NORTE;GUALEGUAYCHU;ENTRE RIOS
10042;COSTA URUGUAY SUR;GUALEGUAYCHU;ENTRE RIOS
2444;CUCHILLA REDONDA;GUALEGUAYCHU;ENTRE RIOS
10197;CUCHILLA REDONDA;GUALEGUAYCHU;ENTRE RIOS
10198;CUCHILLA REDONDA;GUALEGUAYCHU;ENTRE RIOS
10044;DOS HERMANAS;GUALEGUAYCHU;ENTRE RIOS
2458;ESCRIÑA;GUALEGUAYCHU;ENTRE RIOS
2464;FERNANDEZ ,EMB.;GUALEGUAYCHU;ENTRE RIOS
2467;GENERAL ALMADA;GUALEGUAYCHU;ENTRE RIOS
2474;GILBERT;GUALEGUAYCHU;ENTRE RIOS
2479;GUALEGUAYCHU;GUALEGUAYCHU;ENTRE RIOS
2484;HOLT ,EST;GUALEGUAYCHU;ENTRE RIOS
2486;IRAZUSTA;GUALEGUAYCHU;ENTRE RIOS
2498;KILOMETRO 340 ,PDA.;GUALEGUAYCHU;ENTRE RIOS
2499;KILOMETRO 361 ,EMB.;GUALEGUAYCHU;ENTRE RIOS
2500;KILOMETRO 389 ,AP.;GUALEGUAYCHU;ENTRE RIOS
2502;LA ARGENTINA;GUALEGUAYCHU;ENTRE RIOS
10093;LA VERBENA;GUALEGUAYCHU;ENTRE RIOS
2515;LARROQUE;GUALEGUAYCHU;ENTRE RIOS
10159;LARROQUE;GUALEGUAYCHU;ENTRE RIOS
2519;LAS MERCEDES;GUALEGUAYCHU;ENTRE RIOS
10167;LAS MERCEDES;GUALEGUAYCHU;ENTRE RIOS
2532;MAZARUCA;GUALEGUAYCHU;ENTRE RIOS
2533;MEDANOS;GUALEGUAYCHU;ENTRE RIOS
2545;PALAVECINO;GUALEGUAYCHU;ENTRE RIOS
2549;PARANACITO ,EST.LIB.GRL.SAN MARTIN;GUALEGUAYCHU;ENTRE RIOS
2550;PARERA, FAUSTINO M.;GUALEGUAYCHU;ENTRE RIOS
2553;PASTOR BRITOS;GUALEGUAYCHU;ENTRE RIOS
10201;PEHUAJO;GUALEGUAYCHU;ENTRE RIOS
10040;PEHUAJO AL NORTE;GUALEGUAYCHU;ENTRE RIOS
10045;PEHUAJO AL SUR;GUALEGUAYCHU;ENTRE RIOS
2555;PERDICES;GUALEGUAYCHU;ENTRE RIOS
10271;PUEBLO BELGRANO;GUALEGUAYCHU;ENTRE RIOS
2566;PUERTO IBICUY;GUALEGUAYCHU;ENTRE RIOS
2567;PUERTO UNZUE;GUALEGUAYCHU;ENTRE RIOS
10257;RINCON DEL GATO;GUALEGUAYCHU;ENTRE RIOS
10207;TALITA;GUALEGUAYCHU;ENTRE RIOS
10210;TALITA;GUALEGUAYCHU;ENTRE RIOS
10046;TALITAS;GUALEGUAYCHU;ENTRE RIOS
2598;URDINARRAIN;GUALEGUAYCHU;ENTRE RIOS
2607;VILLA NUEVA MONTEVIDEO;GUALEGUAYCHU;ENTRE RIOS
2608;VILLA PARANACITO;GUALEGUAYCHU;ENTRE RIOS
10208;ÑANCAY;ISLAS DEL IBICUY;ENTRE RIOS
10265;ÑANCAY;ISLAS DEL IBICUY;ENTRE RIOS
10222;ARROYO MARTINEZ;ISLAS DEL IBICUY;ENTRE RIOS
10243;CEIBAS;ISLAS DEL IBICUY;ENTRE RIOS
10244;HOLT IBICUY;ISLAS DEL IBICUY;ENTRE RIOS
10051;IBICUY;ISLAS DEL IBICUY;ENTRE RIOS
10053;ISLAS DEL IBICUY;ISLAS DEL IBICUY;ENTRE RIOS
10052;MEDANOS;ISLAS DEL IBICUY;ENTRE RIOS
10050;PARANACITO;ISLAS DEL IBICUY;ENTRE RIOS
10129;ALCARAZ 1º;LA PAZ;ENTRE RIOS
10130;ALCARAZ 2º;LA PAZ;ENTRE RIOS
2409;BOVRIL;LA PAZ;ENTRE RIOS
2422;COLONIA AVIGDOR;LA PAZ;ENTRE RIOS
2424;COLONIA BUENA VISTA;LA PAZ;ENTRE RIOS
10283;COLONIA LA PROVIDENCIA;LA PAZ;ENTRE RIOS
10263;COLONIA OFICIAL SAUCESITO;LA PAZ;ENTRE RIOS
10180;CORRAL REDONDO;LA PAZ;ENTRE RIOS
10140;DISTRITO FELICIANO;LA PAZ;ENTRE RIOS
10135;EJIDO ESTE LA PAZ;LA PAZ;ENTRE RIOS
10132;EJIDO NORTE LA PAZ;LA PAZ;ENTRE RIOS
10133;EJIDO OESTE LA PAZ;LA PAZ;ENTRE RIOS
10131;EJIDO SUR LA PAZ;LA PAZ;ENTRE RIOS
10103;EL MAMFREDO;LA PAZ;ENTRE RIOS
10264;EL SAUCE;LA PAZ;ENTRE RIOS
10240;EL SOLAR;LA PAZ;ENTRE RIOS
2459;ESTACAS;LA PAZ;ENTRE RIOS
10104;FELICIANO;LA PAZ;ENTRE RIOS
10153;FELICIANO;LA PAZ;ENTRE RIOS
2489;KILOMETRO 160 ,AP.;LA PAZ;ENTRE RIOS
2510;LA PAZ;LA PAZ;ENTRE RIOS
10125;LA PAZ;LA PAZ;ENTRE RIOS
10229;LAS TOSCAS;LA PAZ;ENTRE RIOS
2524;LEGUIZAMON;LA PAZ;ENTRE RIOS
2538;MONTIEL;LA PAZ;ENTRE RIOS
10127;OMBU;LA PAZ;ENTRE RIOS
2556;PIEDRAS BLANCAS;LA PAZ;ENTRE RIOS
2557;PILOTO AVILA;LA PAZ;ENTRE RIOS
